Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42654546,05/12/2019 11:54:00 AM,05/14/2019 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,,,,,EAST 57 STREET,5 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/14/2019 10:00:00 AM,05 MANHATTAN,MANHATTAN,991461,217247,Unspecified,MANHATTAN,,,,,,,,40.76296633054511,-73.9739692885707,"(40.76296633054511, -73.9739692885707)"
42655174,05/13/2019 09:11:00 PM,05/13/2019 09:11:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10004,,,,,WEST STREET,MORRIS STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/13/2019 09:11:00 PM,01 MANHATTAN,MANHATTAN,979801,196747,Unspecified,MANHATTAN,,,,,,,,40.70670070719144,-74.01604671792929,"(40.70670070719144, -74.01604671792929)"
42655178,05/13/2019 06:58:00 PM,05/13/2019 08:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10004,,,,,WEST STREET,MORRIS STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,05/13/2019 08:00:00 PM,01 MANHATTAN,MANHATTAN,979801,196747,Unspecified,MANHATTAN,,,,,,,,40.70670070719144,-74.01604671792929,"(40.70670070719144, -74.01604671792929)"
42658478,05/13/2019 04:03:00 PM,05/14/2019 01:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10018,,,,,WEST 40 STREET,12 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/14/2019 01:20:00 AM,04 MANHATTAN,MANHATTAN,983645,216448,Unspecified,MANHATTAN,,,,,,,,40.76077620101366,-74.00218389437595,"(40.76077620101366, -74.00218389437595)"
42661694,05/13/2019 10:12:00 AM,05/14/2019 10:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,WEST 135 STREET,LENOX AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/14/2019 10:40:00 AM,10 MANHATTAN,MANHATTAN,1000622,235883,Unspecified,MANHATTAN,,,,,,,,40.81410492226009,-73.94085393110794,"(40.81410492226009, -73.94085393110794)"
23877818,08/27/2012 10:26:00 AM,08/27/2012 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,,,W 62 ST,AMSTERDAM AVE,WEST 62 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,08/27/2012 01:30:00 PM,07 MANHATTAN,MANHATTAN,988062,220647,Unspecified,MANHATTAN,,,,,,,,40.772300567437476,-73.98623727925035,"(40.772300567437476, -73.98623727925035)"
23897790,08/30/2012 08:01:00 AM,09/05/2012 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,LUDLOW ST,GRAND ST,LUDLOW STREET,GRAND STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,09/05/2012 09:30:00 AM,03 MANHATTAN,MANHATTAN,987036,200489,Unspecified,MANHATTAN,,,,,,,,40.71697228678662,-73.98994986610529,"(40.71697228678662, -73.98994986610529)"
42670492,05/14/2019 02:36:00 PM,05/17/2019 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,75 CHRISTOPHER STREET,CHRISTOPHER STREET,7 AVE S,BLEECKER ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/17/2019 09:45:00 AM,02 MANHATTAN,MANHATTAN,983343,206533,Unspecified,MANHATTAN,,,,,,,,40.733561991198215,-74.00327269952749,"(40.733561991198215, -74.00327269952749)"
42678866,05/15/2019 12:51:00 PM,05/17/2019 10:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,2787 BROADWAY,BROADWAY,W 107 ST,BEND,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,05/17/2019 10:20:00 AM,07 MANHATTAN,MANHATTAN,993110,231659,Unspecified,MANHATTAN,,,,,,,,40.80252193962432,-73.96799762070452,"(40.80252193962432, -73.96799762070452)"
23980397,09/07/2012 11:48:00 AM,09/09/2012 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10028,40 EAST   86 STREET,EAST   86 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/09/2012 01:00:00 PM,08 MANHATTAN,MANHATTAN,995572,223809,Unspecified,MANHATTAN,,,,,,,,40.78097299580896,-73.95911809439767,"(40.78097299580896, -73.95911809439767)"
42683867,05/16/2019 05:54:00 PM,05/17/2019 08:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,538 WEST  111 STREET,WEST  111 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/17/2019 08:25:00 AM,09 MANHATTAN,MANHATTAN,993762,232408,Unspecified,MANHATTAN,,,,,,,,40.80457706094058,-73.96564153143164,"(40.80457706094058, -73.96564153143164)"
42686415,05/16/2019 04:19:00 PM,05/17/2019 08:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,53 WEST   89 STREET,WEST   89 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,05/17/2019 08:40:00 AM,07 MANHATTAN,MANHATTAN,992601,226383,Unspecified,MANHATTAN,,,,,,,,40.78804124609852,-73.9698426927417,"(40.78804124609852, -73.9698426927417)"
23926509,09/05/2012 01:14:00 PM,09/06/2012 09:16:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,,,E 13 ST,5 AVE,EAST 13 STREET,5 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/06/2012 09:16:00 AM,02 MANHATTAN,MANHATTAN,985880,207171,Unspecified,MANHATTAN,,,,,,,,40.735313040368794,-73.9941183677841,"(40.735313040368794, -73.9941183677841)"
42691619,05/16/2019 02:10:00 PM,05/17/2019 07:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/17/2019 07:30:00 AM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
24047132,09/18/2012 08:52:00 PM,09/20/2012 12:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,,,W 96 ST,BROADWAY,WEST 96 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,09/20/2012 12:10:00 PM,07 MANHATTAN,MANHATTAN,992063,228791,Unspecified,MANHATTAN,,,,,,,,40.79465104923777,-73.97178272840256,"(40.79465104923777, -73.97178272840256)"
24106057,09/28/2012 08:48:00 AM,10/01/2012 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,,,CHRISTOPHER ST,WASHINGTON ST,CHRISTOPHER STREET,WASHINGTON STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,10/01/2012 10:45:00 AM,02 MANHATTAN,MANHATTAN,981857,206198,Unspecified,MANHATTAN,,,,,,,,40.73264222132682,-74.00863446734265,"(40.73264222132682, -74.00863446734265)"
24130730,10/02/2012 05:35:00 PM,10/02/2012 06:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,E 33 ST,3 AVE,EAST 33 STREET,3 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,10/02/2012 06:50:00 PM,06 MANHATTAN,MANHATTAN,990178,210722,Unspecified,MANHATTAN,,,,,,,,40.74505781626459,-73.97860649327806,"(40.74505781626459, -73.97860649327806)"
42720882,05/20/2019 04:59:00 PM,05/21/2019 02:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,17 LUDLOW STREET,LUDLOW STREET,CANAL ST,HESTER ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/21/2019 02:20:00 AM,03 MANHATTAN,MANHATTAN,986785,199856,Unspecified,MANHATTAN,,,,,,,,40.71523492884985,-73.99085555444063,"(40.71523492884985, -73.99085555444063)"
42723645,05/20/2019 05:20:00 PM,05/21/2019 02:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,221 WEST   46 STREET,WEST   46 STREET,BROADWAY,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/21/2019 02:50:00 AM,05 MANHATTAN,MANHATTAN,988103,215810,Unspecified,MANHATTAN,,,,,,,,40.75902423566195,-73.98609202687479,"(40.75902423566195, -73.98609202687479)"
42752644,05/23/2019 08:53:00 AM,05/28/2019 10:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,,,2 AVENUE,EAST 34 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/28/2019 10:35:00 AM,06 MANHATTAN,MANHATTAN,990933,210621,Unspecified,MANHATTAN,,,,,,,,40.74478005822341,-73.9758818809488,"(40.74478005822341, -73.9758818809488)"
42753843,05/23/2019 09:32:00 AM,05/28/2019 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,275 WEST   10 STREET,WEST   10 STREET,GREENWICH ST,WASHINGTON ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/28/2019 09:30:00 AM,02 MANHATTAN,MANHATTAN,982047,206512,Unspecified,MANHATTAN,,,,,,,,40.73350412351431,-74.0079490086064,"(40.73350412351431, -74.0079490086064)"
42757451,05/23/2019 10:43:00 PM,05/26/2019 10:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,,,,,AVENUE A,EAST 8 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/26/2019 10:55:00 AM,03 MANHATTAN,MANHATTAN,988937,204021,Unspecified,MANHATTAN,,,,,,,,40.72666597054709,-73.98308979550706,"(40.72666597054709, -73.98308979550706)"
42757453,05/23/2019 03:15:00 PM,05/24/2019 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10030,,,,,WEST 143 STREET,FREDRICK DOUGLASS BOULEVARD,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/24/2019 09:00:00 AM,10 MANHATTAN,MANHATTAN,1000064,238592,Unspecified,MANHATTAN,,,,,,,,40.821541381070716,-73.9428633976772,"(40.821541381070716, -73.9428633976772)"
42778629,05/26/2019 11:05:00 PM,05/27/2019 12:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,EAST 106 STREET,2 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/27/2019 12:35:00 PM,11 MANHATTAN,MANHATTAN,1000190,227329,Unspecified,MANHATTAN,,,,,,,,40.79062733207812,-73.94243489697158,"(40.79062733207812, -73.94243489697158)"
42798895,05/28/2019 09:39:00 AM,06/15/2019 09:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10028,304 EAST   82 STREET,EAST   82 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/15/2019 09:10:00 AM,08 MANHATTAN,MANHATTAN,997210,221672,Unspecified,MANHATTAN,,,,,,,,40.77510524513412,-73.95320766502479,"(40.77510524513412, -73.95320766502479)"
42804000,05/29/2019 07:34:00 PM,05/30/2019 03:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,,,,,WEST 123 STREET,FREDRICK DOUGLAS BOULEVARD,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/30/2019 03:00:00 AM,10 MANHATTAN,MANHATTAN,997503,233971,Unspecified,MANHATTAN,,,,,,,,40.808862244482256,-73.95212551389346,"(40.808862244482256, -73.95212551389346)"
42804001,05/29/2019 04:11:00 PM,05/30/2019 07:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,32 WEST   96 STREET,WEST   96 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/30/2019 07:30:00 AM,07 MANHATTAN,MANHATTAN,993769,227843,Unspecified,MANHATTAN,,,,,,,,40.79204737253363,-73.96562271779264,"(40.79204737253363, -73.96562271779264)"
42807772,05/29/2019 07:14:00 PM,05/30/2019 07:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,1842 7 AVENUE,7 AVENUE,W 111 ST,W 112 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/30/2019 07:10:00 AM,10 MANHATTAN,MANHATTAN,996819,230885,Unspecified,MANHATTAN,,,,,,,,40.80039302409276,-73.95460213881397,"(40.80039302409276, -73.95460213881397)"
42813875,05/30/2019 07:19:00 PM,06/05/2019 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,147 WEST   15 STREET,WEST   15 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/05/2019 09:15:00 AM,04 MANHATTAN,MANHATTAN,984808,208422,Unspecified,MANHATTAN,,,,,,,,40.738746858614476,-73.99798642949993,"(40.738746858614476, -73.99798642949993)"
42816289,05/30/2019 06:30:00 PM,05/31/2019 10:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,1842 7 AVENUE,7 AVENUE,W 111 ST,W 112 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/31/2019 10:50:00 AM,10 MANHATTAN,MANHATTAN,996819,230885,Unspecified,MANHATTAN,,,,,,,,40.80039302409276,-73.95460213881397,"(40.80039302409276, -73.95460213881397)"
24446082,11/20/2012 01:35:00 AM,11/28/2012 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10018,,,W 36 ST,11 AVE,WEST 36 STREET,11 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,11/28/2012 10:30:00 AM,04 MANHATTAN,MANHATTAN,983958,215096,Unspecified,MANHATTAN,,,,,,,,40.757065322824154,-74.00105398616749,"(40.757065322824154, -74.00105398616749)"
42821108,05/30/2019 06:45:00 PM,05/31/2019 09:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,199 CHRYSTIE STREET,CHRYSTIE STREET,RIVINGTON ST,STANTON ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/31/2019 09:20:00 AM,03 MANHATTAN,MANHATTAN,986512,202338,Unspecified,MANHATTAN,,,,,,,,40.722047496202826,-73.99183950680036,"(40.722047496202826, -73.99183950680036)"
42848727,06/02/2019 10:21:00 PM,06/03/2019 06:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10018,,,,,WEST 40 STREET,12 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/03/2019 06:25:00 AM,04 MANHATTAN,MANHATTAN,983645,216448,Unspecified,MANHATTAN,,,,,,,,40.76077620101366,-74.00218389437595,"(40.76077620101366, -74.00218389437595)"
42855150,06/03/2019 10:12:00 PM,06/07/2019 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,E BROADWAY,PIKE ST,EAST BROADWAY,PIKE STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/07/2019 11:45:00 AM,03 MANHATTAN,MANHATTAN,986267,199349,Unspecified,MANHATTAN,,,,,,,,40.71384346822521,-73.99272427548813,"(40.71384346822521, -73.99272427548813)"
42871005,06/04/2019 11:25:00 AM,06/07/2019 10:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,256 WEST   12 STREET,WEST   12 STREET,GREENWICH AVE,W 4 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/07/2019 10:10:00 AM,02 MANHATTAN,MANHATTAN,983437,208002,Unspecified,MANHATTAN,,,,,,,,40.737594042892646,-74.00293369980841,"(40.737594042892646, -74.00293369980841)"
31953086,11/10/2015 01:00:00 PM,11/12/2015 08:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,,,,RANDALLS ISLAND,RANDALLS ISLAND,RANDALLS ISLAND,RANDALLS ISLAND,INTERSECTION,,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,11/12/2015 08:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
24622665,12/18/2012 08:16:00 AM,12/29/2012 12:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,1 AVE,E 41 ST,1 AVENUE,EAST 41 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/29/2012 12:35:00 PM,06 MANHATTAN,MANHATTAN,992474,211852,Unspecified,MANHATTAN,,,,,,,,40.748157545313795,-73.97031909796912,"(40.748157545313795, -73.97031909796912)"
42888036,06/06/2019 12:23:00 PM,06/07/2019 10:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,32 DOMINICK STREET,DOMINICK STREET,VARICK ST,HOLLAND TUNNEL ENTRANCE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/07/2019 10:40:00 AM,02 MANHATTAN,MANHATTAN,982456,203440,Unspecified,MANHATTAN,,,,,,,,40.725072326578896,-74.0064724090553,"(40.725072326578896, -74.0064724090553)"
24626024,12/19/2012 10:10:00 AM,12/19/2012 12:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,30 EAST   47 STREET,EAST   47 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/19/2012 12:20:00 PM,05 MANHATTAN,MANHATTAN,990692,214665,Unspecified,MANHATTAN,,,,,,,,40.75587999574879,-73.97674774606625,"(40.75587999574879, -73.97674774606625)"
42927761,06/10/2019 02:54:00 PM,06/15/2019 12:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,,,E 57 ST,LEXINGTON AVE,EAST 57 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/15/2019 12:15:00 PM,05 MANHATTAN,MANHATTAN,992801,216505,Unspecified,MANHATTAN,,,,,,,,40.76092853692368,-73.96913301834103,"(40.76092853692368, -73.96913301834103)"
42936421,06/11/2019 02:41:00 PM,06/15/2019 09:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,EAST    4 STREET,EAST    4 STREET,BOWERY,2 AVENUE,,,BLOCKFACE,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/15/2019 09:50:00 AM,03 MANHATTAN,MANHATTAN,986886,204010,Unspecified,MANHATTAN,,,,,,,,40.72663662719363,-73.99048959265484,"(40.72663662719363, -73.99048959265484)"
42937710,06/11/2019 06:17:00 PM,06/11/2019 06:17:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,799 BROADWAY,BROADWAY,E 10 ST,E 11 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,06/11/2019 06:17:00 PM,02 MANHATTAN,MANHATTAN,986657,206089,Unspecified,MANHATTAN,,,,,,,,40.732343039294804,-73.99131505658977,"(40.732343039294804, -73.99131505658977)"
24686919,12/29/2012 12:46:00 PM,12/31/2012 02:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,E 42 ST,3 AVE,EAST 42 STREET,3 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/31/2012 02:55:00 PM,06 MANHATTAN,MANHATTAN,991331,212802,Unspecified,MANHATTAN,,,,,,,,40.75076604483484,-73.97444325196058,"(40.75076604483484, -73.97444325196058)"
42944354,06/12/2019 09:49:00 AM,06/14/2019 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,37 ALLEN STREET,ALLEN STREET,CANAL ST,HESTER ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",06/14/2019 12:00:00 PM,03 MANHATTAN,MANHATTAN,986457,200123,Unspecified,MANHATTAN,,,,,,,,40.715967867864656,-73.99203865354198,"(40.715967867864656, -73.99203865354198)"
42945605,06/12/2019 10:14:00 AM,06/16/2019 12:04:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,,,W 98 ST,BROADWAY,WEST 98 STREET,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/16/2019 12:04:00 PM,07 MANHATTAN,MANHATTAN,992327,229267,Unspecified,MANHATTAN,,,,,,,,40.79595730280253,-73.97082869895915,"(40.79595730280253, -73.97082869895915)"
32028661,11/20/2015 09:04:00 AM,11/20/2015 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,,,,BROADWAY,RIVERSIDE DR,RIVERSIDE DR,BROADWAY,INTERSECTION,,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,11/20/2015 11:15:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
42958615,06/13/2019 03:01:00 PM,07/25/2019 07:26:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,,,E 14 ST,1 AVE,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",07/25/2019 07:26:00 AM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
